Representative miRNA,Target gene,Representative transcript,Gene name,3P-seq tags + 5,Total sites,8mer sites,7mer-m8 sites,7mer-A1 sites,6mer sites,Cumulative weighted context++ score,Total context++ score,Aggregate PCT,"Previous TargetScan publication(s)
"
hsa-miR-324-5p,HECW2,ENST00000260983.3,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",28,3,1,0,2,1,-0.09,-0.4,N/A,0
hsa-miR-324-5p,MEF2D,ENST00000464356.2,myocyte enhancer factor 2D,759,1,0,1,0,0,-0.08,-0.08,N/A,0
hsa-miR-324-5p,FYTTD1,ENST00000241502.4,forty-two-three domain containing 1,891,1,0,0,1,0,-0.07,-0.09,N/A,"2009, 2011
"
hsa-miR-324-5p,DGCR2,ENST00000545799.1,DiGeorge syndrome critical region gene 2,1754,1,0,1,0,0,-0.07,-0.07,N/A,0
hsa-miR-324-5p,CLCN4,ENST00000380833.4,"chloride channel, voltage-sensitive 4",182,1,0,0,1,1,-0.07,-0.08,N/A,2009
hsa-miR-324-5p,INTS7,ENST00000366994.3,integrator complex subunit 7,431,2,0,1,1,0,-0.07,-0.26,N/A,2011
hsa-miR-324-5p,SBNO1,ENST00000420886.2,strawberry notch homolog 1 (Drosophila),87,4,1,1,2,0,-0.07,-0.2,N/A,2011
hsa-miR-324-5p,PTPN4,ENST00000263708.2,"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)",215,1,0,0,1,0,-0.07,-0.08,N/A,0
hsa-miR-324-5p,FYN,ENST00000368682.3,"FYN oncogene related to SRC, FGR, YES",2659,1,1,0,0,0,-0.06,-0.48,N/A,0
hsa-miR-324-5p,ZNRF2,ENST00000323037.4,zinc and ring finger 2,403,1,0,1,0,0,-0.05,-0.3,N/A,2007
hsa-miR-324-5p,ZHX3,ENST00000309060.3,zinc fingers and homeoboxes 3,131,2,0,1,1,4,-0.05,-0.17,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,EXT2,ENST00000395673.3,exostosin glycosyltransferase 2,896,2,0,2,0,0,-0.04,-0.25,N/A,0
hsa-miR-324-5p,CHIC1,ENST00000373504.6,cysteine-rich hydrophobic domain 1,16,1,0,0,1,0,-0.04,-0.14,N/A,"2009, 2011
"
hsa-miR-324-5p,FBXO11,ENST00000402508.1,F-box protein 11,359,1,1,0,0,0,-0.04,-0.39,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,LGI2,ENST00000382114.4,"leucine-rich repeat LGI family, member 2",32,1,0,1,0,1,-0.03,-0.13,N/A,2011
hsa-miR-324-5p,NRG2,ENST00000394770.1,neuregulin 2,9,1,0,0,1,0,-0.03,-0.07,N/A,2011
hsa-miR-324-5p,KAZN,ENST00000422387.2,"kazrin, periplakin interacting protein",34,2,0,0,2,0,-0.03,-0.2,N/A,2011
hsa-miR-324-5p,ATG9B,ENST00000605938.1,autophagy related 9B,5,1,0,0,1,1,-0.03,-0.03,N/A,0
hsa-miR-324-5p,CNOT2,ENST00000229195.3,"CCR4-NOT transcription complex, subunit 2",1189,1,0,0,1,0,-0.03,-0.12,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,PTPRF,ENST00000372414.3,"protein tyrosine phosphatase, receptor type, F",14842,1,1,0,0,1,-0.03,-0.12,N/A,0
hsa-miR-324-5p,FANCA,ENST00000568369.1,"Fanconi anemia, complementation group A",348,1,0,1,0,0,-0.03,-0.09,N/A,0
hsa-miR-324-5p,NFAT5,ENST00000354436.2,"nuclear factor of activated T-cells 5, tonicity-responsive",128,1,0,1,0,0,-0.02,-0.03,N/A,"2007, 2009, 2011
"
hsa-miR-324-5p,GRIK3,ENST00000373091.3,"glutamate receptor, ionotropic, kainate 3",7,1,0,1,0,1,-0.02,-0.02,N/A,"2009, 2011
"
hsa-miR-324-5p,ARHGAP19-SLIT1,ENST00000453547.2,ARHGAP19-SLIT1 readthrough (NMD candidate),15,1,0,1,0,2,-0.02,-0.02,N/A,0
hsa-miR-324-5p,RNF169,ENST00000299563.4,ring finger protein 169,204,1,0,0,1,0,-0.02,-0.02,N/A,"2009, 2011
"
hsa-miR-324-5p,HNRNPA3,ENST00000411529.2,heterogeneous nuclear ribonucleoprotein A3,329,1,0,0,1,0,-0.01,-0.13,N/A,"2007, 2011
"
hsa-miR-324-5p,RBFOX2,ENST00000449924.2,"RNA binding protein, fox-1 homolog (C. elegans) 2",262,2,0,2,0,1,-0.01,-0.37,N/A,"2009, 2011
"
hsa-miR-324-5p,MYPN,ENST00000358913.5,myopalladin,73,1,1,0,0,0,-0.01,-0.03,N/A,0
hsa-miR-324-5p,SLC43A2,ENST00000301335.5,"solute carrier family 43 (amino acid system L transporter), member 2",68,1,0,1,0,0,0,-0.03,N/A,0
hsa-miR-324-5p,STK25,ENST00000316586.4,serine/threonine kinase 25,699,1,0,1,0,0,0,-0.12,N/A,0
hsa-miR-324-5p,HMGB3,ENST00000325307.7,high mobility group box 3,295,1,0,0,1,1,0,-0.14,N/A,"2009, 2011
"
hsa-miR-324-5p,SERPINH1,ENST00000533603.1,"serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)",5956,1,1,0,0,1,0,-0.32,N/A,0
hsa-miR-324-5p,DGCR14,ENST00000252137.6,DiGeorge syndrome critical region gene 14,269,1,0,1,0,1,0,-0.07,N/A,2007
hsa-miR-324-5p,COL23A1,ENST00000390654.3,"collagen, type XXIII, alpha 1",15,2,1,1,0,0,0,-0.3,N/A,0
hsa-miR-324-5p,MCTS1,ENST00000371317.5,malignant T cell amplified sequence 1,6611,1,1,0,0,0,0,-0.26,N/A,2011
hsa-miR-375,C3orf38,ENST00000486971.1,chromosome 3 open reading frame 38,683,5,0,0,5,0,-0.63,-0.76,0.31,2007
hsa-miR-375,ELAVL4,ENST00000371824.1,ELAV like neuron-specific RNA binding protein 4,5,3,1,0,2,0,-0.58,-0.58,0.58,"2005, 2007, 2009, 2011
"
hsa-miR-375,SLC16A2,ENST00000587091.1,"solute carrier family 16, member 2 (thyroid hormone transporter)",22,2,1,0,1,0,-0.41,-0.42,0.36,"2005, 2007, 2009, 2011
"
hsa-miR-375,GREM2,ENST00000318160.4,"gremlin 2, DAN family BMP antagonist",631,2,1,0,1,1,-0.36,-0.39,0.36,"2005, 2007, 2009, 2011
"
hsa-miR-375,EIF4G3,ENST00000264211.8,"eukaryotic translation initiation factor 4 gamma, 3",48,2,0,0,2,1,-0.35,-0.35,0.58,"2005, 2007, 2011
"
hsa-miR-375,RPN1,ENST00000296255.3,ribophorin I,9235,2,0,0,2,0,-0.33,-0.35,0.35,0
hsa-miR-375,ZFP36L2,ENST00000282388.3,ZFP36 ring finger protein-like 2,317,3,0,0,3,0,-0.32,-0.34,0.64,"2005, 2007, 2009
"
hsa-miR-375,LRAT,ENST00000336356.3,lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase),9,4,0,0,4,2,-0.32,-0.37,0.45,0
hsa-miR-375,POU3F1,ENST00000373012.2,POU class 3 homeobox 1,9,1,1,0,0,0,-0.32,-0.32,< 0.1,0
hsa-miR-375,MXI1,ENST00000332674.5,"MAX interactor 1, dimerization protein",278,2,0,0,2,0,-0.28,-0.3,0.58,"2005, 2007
"
hsa-miR-375,HNF1B,ENST00000225893.4,HNF1 homeobox B,25,1,1,0,0,0,-0.28,-0.28,< 0.1,2011
hsa-miR-375,HOXA5,ENST00000222726.3,homeobox A5,63,2,0,0,2,0,-0.27,-0.27,0.34,0
hsa-miR-375,ISL2,ENST00000290759.4,ISL LIM homeobox 2,381,1,1,0,0,0,-0.26,-0.26,< 0.1,"2009, 2011
"
hsa-miR-375,FOXF1,ENST00000262426.4,forkhead box F1,836,2,0,1,1,0,-0.25,-0.28,0.36,"2009, 2011
"
hsa-miR-375,YBX1,ENST00000321358.7,Y box binding protein 1,4740,1,0,0,1,0,-0.25,-0.25,0.36,2007
hsa-miR-375,PLEKHA3,ENST00000234453.5,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3",767,5,0,0,5,3,-0.25,-0.36,0.72,0
hsa-miR-375,LRP5,ENST00000294304.7,low density lipoprotein receptor-related protein 5,397,1,0,0,1,0,-0.23,-0.23,0.35,"2005, 2007, 2009, 2011
"
hsa-miR-375,UBE2E2,ENST00000396703.1,ubiquitin-conjugating enzyme E2E 2,794,1,0,0,1,1,-0.23,-0.24,0.36,"2005, 2007, 2011
"
hsa-miR-375,DESI1,ENST00000263256.6,desumoylating isopeptidase 1,1513,1,0,0,1,0,-0.23,-0.23,0.36,2011
hsa-miR-375,IFT20,ENST00000357896.3,intraflagellar transport 20 homolog (Chlamydomonas),912,1,0,0,1,0,-0.23,-0.23,ORF,"2007, 2009, 2011
"
hsa-miR-375,TMEM55A,ENST00000285419.3,transmembrane protein 55A,151,1,0,0,1,1,-0.23,-0.25,0.36,0
hsa-miR-375,PAX2,ENST00000370296.2,paired box 2,8,2,0,0,2,0,-0.22,-0.22,0.39,"2005, 2007
"
hsa-miR-375,PIPOX,ENST00000323372.4,pipecolic acid oxidase,30,1,0,0,1,2,-0.22,-0.24,0.34,2011
hsa-miR-375,MOB1A,ENST00000396049.4,MOB kinase activator 1A,963,2,0,1,1,1,-0.22,-0.24,0.34,"2005, 2007
"
hsa-miR-375,C19orf44,ENST00000594035.1,chromosome 19 open reading frame 44,25,1,0,0,1,0,-0.22,-0.22,0.36,0
hsa-miR-375,KCNE3,ENST00000310128.4,"potassium voltage-gated channel, Isk-related family, member 3",16,1,0,0,1,0,-0.21,-0.21,0.36,2011
hsa-miR-375,SHOX2,ENST00000490689.2,short stature homeobox 2,66,2,1,0,1,0,-0.21,-0.33,< 0.1,"2007, 2009, 2011
"
hsa-miR-375,USPL1,ENST00000255304.4,ubiquitin specific peptidase like 1,7,1,0,0,1,0,-0.21,-0.21,0.35,2011
hsa-miR-375,ATXN7,ENST00000295900.6,ataxin 7,264,3,0,0,3,0,-0.21,-0.28,0.73,2011
hsa-miR-375,ATP1B1,ENST00000367816.1,"ATPase, Na+/K+ transporting, beta 1 polypeptide",656,1,0,0,1,0,-0.21,-0.21,0.36,2011
hsa-miR-375,CEPT1,ENST00000545121.1,choline/ethanolamine phosphotransferase 1,148,1,0,0,1,0,-0.21,-0.21,0.35,2011
hsa-miR-375,C8orf86,ENST00000358138.1,chromosome 8 open reading frame 86,5,1,0,0,1,0,-0.2,-0.2,0.36,"2005, 2007, 2009, 2011
"
hsa-miR-375,CCDC39,ENST00000273654.4,coiled-coil domain containing 39,5,1,0,0,1,1,-0.2,-0.2,ORF,0
hsa-miR-375,POU4F1,ENST00000377208.5,POU class 4 homeobox 1,61,3,0,0,3,1,-0.2,-0.28,0.47,0
hsa-miR-375,PAX6,ENST00000419022.1,paired box 6,191,1,0,0,1,3,-0.2,-0.2,0.36,"2007, 2009, 2011
"
hsa-miR-375,SLC11A2,ENST00000262051.7,"solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2",526,1,0,0,1,1,-0.2,-0.2,0.36,2011
hsa-miR-375,PDE4D,ENST00000340635.6,"phosphodiesterase 4D, cAMP-specific",747,2,0,0,2,0,-0.19,-0.2,0.58,"2005, 2007, 2009, 2011
"
hsa-miR-375,RBM24,ENST00000379052.5,RNA binding motif protein 24,43,1,0,1,0,2,-0.19,-0.21,< 0.1,"2005, 2007, 2009, 2011
"
hsa-miR-375,HSPH1,ENST00000320027.5,heat shock 105kDa/110kDa protein 1,4109,1,0,0,1,0,-0.19,-0.2,0.36,0
hsa-miR-375,CHSY1,ENST00000254190.3,chondroitin sulfate synthase 1,200,1,0,0,1,2,-0.19,-0.21,0.36,"2009, 2011
"
hsa-miR-375,ACN9,ENST00000360382.4,ACN9 homolog (S. cerevisiae),2260,1,0,0,1,0,-0.19,-0.19,ORF,0
hsa-miR-375,MAL2,ENST00000276681.6,"mal, T-cell differentiation protein 2 (gene/pseudogene)",2056,1,0,0,1,1,-0.19,-0.21,0.36,"2009, 2011
"
hsa-miR-375,TSC22D2,ENST00000361875.3,"TSC22 domain family, member 2",1062,2,0,0,2,2,-0.19,-0.21,0.38,"2005, 2007, 2011
"
hsa-miR-375,IGFBP4,ENST00000269593.4,insulin-like growth factor binding protein 4,4053,2,0,0,2,0,-0.19,-0.31,0.49,0
hsa-miR-375,ELAVL2,ENST00000380110.4,ELAV like neuron-specific RNA binding protein 2,78,2,0,0,2,0,-0.19,-0.2,0.58,"2007, 2009, 2011
"
hsa-miR-375,ZBTB20,ENST00000462705.1,zinc finger and BTB domain containing 20,5,6,0,0,6,3,-0.18,-0.23,0.72,2009
hsa-miR-375,RASSF4,ENST00000374417.2,Ras association (RalGDS/AF-6) domain family member 4,515,2,0,0,2,1,-0.18,-0.28,0.34,0
hsa-miR-375,PRKD1,ENST00000331968.5,protein kinase D1,75,1,0,0,1,2,-0.18,-0.2,0.36,"2005, 2007, 2009, 2011
"
hsa-miR-375,RBPJ,ENST00000504907.1,recombination signal binding protein for immunoglobulin kappa J region,70,3,0,0,3,1,-0.18,-0.25,0.52,0
hsa-miR-375,EIF4H,ENST00000265753.8,eukaryotic translation initiation factor 4H,5,1,0,0,1,0,-0.18,-0.18,0.35,0
hsa-miR-375,LYSMD3,ENST00000509384.1,"LysM, putative peptidoglycan-binding, domain containing 3",92,1,0,0,1,0,-0.18,-0.18,ORF,0
hsa-miR-375,TMEM26,ENST00000399298.3,transmembrane protein 26,10,2,0,0,2,1,-0.18,-0.18,0.35,2011
hsa-miR-375,JAK2,ENST00000381652.3,Janus kinase 2,17,2,0,0,2,0,-0.18,-0.18,0.58,2011
hsa-miR-375,TIMM8A,ENST00000372902.3,translocase of inner mitochondrial membrane 8 homolog A (yeast),147,1,0,0,1,0,-0.18,-0.18,0.36,"2005, 2007
"
hsa-miR-375,GRIN2B,ENST00000609686.1,"glutamate receptor, ionotropic, N-methyl D-aspartate 2B",5,5,0,0,5,5,-0.18,-0.18,0.51,0
hsa-miR-375,FAM175B,ENST00000298492.5,"family with sequence similarity 175, member B",525,1,0,0,1,1,-0.18,-0.18,0.36,0
hsa-miR-375,CAST,ENST00000395812.2,calpastatin,4674,1,0,0,1,1,-0.17,-0.21,0.36,2011
hsa-miR-375,C15orf41,ENST00000567389.1,chromosome 15 open reading frame 41,48,2,0,0,2,0,-0.17,-0.33,0.34,"2009, 2011
"
hsa-miR-375,AC140061.12,ENST00000598429.1,Uncharacterized protein,11,1,0,0,1,1,-0.17,-0.17,0.34,0
hsa-miR-375,RASSF8,ENST00000541490.1,Ras association (RalGDS/AF-6) domain family (N-terminal) member 8,1290,2,0,0,2,0,-0.17,-0.17,0.38,2011
hsa-miR-375,AL117190.3,ENST00000599197.1,Esophagus cancer-related gene-2 interaction susceptibility protein; Uncharacterized protein,30,2,0,1,1,0,-0.17,-0.2,0.36,0
hsa-miR-375,HOXA3,ENST00000396352.4,homeobox A3,57,1,0,0,1,0,-0.17,-0.17,0.36,"2005, 2007, 2009, 2011
"
hsa-miR-375,HLCS,ENST00000336648.4,holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase),688,3,0,0,3,0,-0.16,-0.17,0.49,"2005, 2007, 2009, 2011
"
hsa-miR-375,CNIH4,ENST00000465271.1,cornichon family AMPA receptor auxiliary protein 4,1348,1,0,0,1,0,-0.16,-0.16,0.36,2007
hsa-miR-375,OTP,ENST00000306422.3,orthopedia homeobox,9,1,0,0,1,0,-0.16,-0.16,0.36,"2005, 2007, 2009, 2011
"
hsa-miR-375,UBE3A,ENST00000232165.3,ubiquitin protein ligase E3A,529,1,0,0,1,0,-0.16,-0.16,0.36,2011
hsa-miR-375,MATR3,ENST00000510056.1,matrin 3,216,2,0,0,2,0,-0.16,-0.18,0.36,2011
hsa-miR-375,KLF4,ENST00000374672.4,Kruppel-like factor 4 (gut),22,1,0,0,1,0,-0.16,-0.16,0.36,"2005, 2007, 2009, 2011
"
hsa-miR-375,AKIRIN1,ENST00000432648.3,akirin 1,798,1,0,0,1,0,-0.16,-0.16,0.35,0
hsa-miR-375,KLF5,ENST00000377687.4,Kruppel-like factor 5 (intestinal),161,1,0,0,1,0,-0.16,-0.16,0.35,"2007, 2011
"
hsa-miR-375,GRIK2,ENST00000413795.1,"glutamate receptor, ionotropic, kainate 2",28,1,0,0,1,1,-0.16,-0.16,0.35,"2009, 2011
"
hsa-miR-375,C7orf55-LUC7L2,ENST00000354926.4,C7orf55-LUC7L2 readthrough,419,1,0,0,1,0,-0.16,-0.17,0.36,0
hsa-miR-375,WWC2,ENST00000403733.3,WW and C2 domain containing 2,717,2,0,0,2,1,-0.16,-0.16,0.46,"2009, 2011
"
hsa-miR-375,HERPUD1,ENST00000379792.2,"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1",804,1,0,0,1,0,-0.16,-0.16,0.36,0
hsa-miR-375,YAP1,ENST00000282441.5,Yes-associated protein 1,1175,2,0,0,2,1,-0.16,-0.21,0.54,"2005, 2007, 2011
"
hsa-miR-375,PDGFA,ENST00000354513.5,platelet-derived growth factor alpha polypeptide,25,1,0,0,1,0,-0.16,-0.16,0.36,"2009, 2011
"
hsa-miR-375,LUC7L2,ENST00000541515.3,LUC7-like 2 (S. cerevisiae),419,1,0,0,1,0,-0.15,-0.16,0.36,0
hsa-miR-375,LSM12,ENST00000585388.1,LSM12 homolog (S. cerevisiae),20,1,0,0,1,1,-0.15,-0.21,0.34,"2007, 2009, 2011
"
hsa-miR-375,RMDN3,ENST00000260385.6,regulator of microtubule dynamics 3,86,1,0,0,1,0,-0.15,-0.15,0.35,"2009, 2011
"
hsa-miR-375,QKI,ENST00000392127.2,"QKI, KH domain containing, RNA binding",323,9,0,0,9,2,-0.15,-0.28,0.9,2011
hsa-miR-375,XPR1,ENST00000367590.4,xenotropic and polytropic retrovirus receptor 1,544,2,0,0,2,1,-0.15,-0.16,0.37,"2005, 2007
"
hsa-miR-375,PIAS1,ENST00000249636.6,"protein inhibitor of activated STAT, 1",368,1,0,0,1,0,-0.15,-0.17,0.36,"2005, 2007, 2011
"
hsa-miR-375,PITPNA,ENST00000313486.7,"phosphatidylinositol transfer protein, alpha",366,1,0,0,1,0,-0.15,-0.15,0.35,"2005, 2007, 2011
"
hsa-miR-375,INSIG2,ENST00000245787.4,insulin induced gene 2,562,1,0,0,1,2,-0.15,-0.17,0.36,"2005, 2007, 2009, 2011
"
hsa-miR-375,UST,ENST00000367463.4,uronyl-2-sulfotransferase,933,1,0,0,1,0,-0.15,-0.15,0.36,"2009, 2011
"
hsa-miR-375,AP1AR,ENST00000274000.5,adaptor-related protein complex 1 associated regulatory protein,89,1,0,0,1,0,-0.15,-0.15,0.35,0
hsa-miR-375,RS1,ENST00000379984.3,retinoschisin 1,5,1,0,0,1,0,-0.14,-0.14,0.36,2011
hsa-miR-375,PACSIN1,ENST00000244458.2,protein kinase C and casein kinase substrate in neurons 1,25,1,0,0,1,1,-0.14,-0.14,0.35,"2005, 2007, 2009, 2011
"
hsa-miR-375,ZFPM2,ENST00000407775.2,"zinc finger protein, FOG family member 2",595,1,0,0,1,0,-0.14,-0.14,0.35,"2005, 2007
"
hsa-miR-375,EIF1,ENST00000469257.1,eukaryotic translation initiation factor 1,415,1,0,0,1,0,-0.14,-0.15,0.36,"2007, 2011
"
hsa-miR-375,KLHL3,ENST00000541417.1,kelch-like family member 3,40,1,0,0,1,2,-0.14,-0.14,< 0.1,0
hsa-miR-375,SLC2A8,ENST00000373360.3,"solute carrier family 2 (facilitated glucose transporter), member 8",324,1,0,0,1,0,-0.14,-0.14,ORF,0
hsa-miR-375,HAS2,ENST00000303924.4,hyaluronan synthase 2,398,1,0,0,1,1,-0.14,-0.14,0.36,"2005, 2007
"
hsa-miR-375,ASCL1,ENST00000266744.3,achaete-scute complex homolog 1 (Drosophila),5,1,0,0,1,0,-0.14,-0.14,0.36,"2007, 2009, 2011
"
hsa-miR-375,SGMS1,ENST00000361781.2,sphingomyelin synthase 1,100,1,0,0,1,1,-0.14,-0.14,0.34,2007
hsa-miR-375,CCDC176,ENST00000394009.3,coiled-coil domain containing 176,61,1,0,0,1,0,-0.14,-0.14,0.34,2011
hsa-miR-375,TCF12,ENST00000267811.5,transcription factor 12,101,2,0,0,2,0,-0.14,-0.16,0.58,"2005, 2007, 2011
"
hsa-miR-375,SENP2,ENST00000296257.5,SUMO1/sentrin/SMT3 specific peptidase 2,1693,1,0,0,1,0,-0.13,-0.13,0.36,0
hsa-miR-375,USP1,ENST00000339950.4,ubiquitin specific peptidase 1,436,1,0,0,1,0,-0.13,-0.13,0.36,"2005, 2007
"
hsa-miR-375,CCDC117,ENST00000249064.4,coiled-coil domain containing 117,211,1,0,0,1,0,-0.13,-0.16,0.35,"2007, 2009, 2011
"
hsa-miR-375,GPR39,ENST00000329321.3,G protein-coupled receptor 39,151,1,0,0,1,1,-0.13,-0.13,0.34,0
hsa-miR-375,SYP,ENST00000263233.4,synaptophysin,15,2,0,0,2,0,-0.13,-0.13,0.34,"2009, 2011
"
hsa-miR-375,TCF4,ENST00000354452.3,transcription factor 4,394,2,0,0,2,2,-0.13,-0.14,0.42,0
hsa-miR-375,PDGFC,ENST00000502773.1,platelet derived growth factor C,238,1,0,0,1,0,-0.13,-0.14,0.35,"2005, 2007
"
hsa-miR-375,YWHAZ,ENST00000395957.2,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",184,1,0,0,1,1,-0.13,-0.13,0.36,"2009, 2011
"
hsa-miR-375,C17orf85,ENST00000158149.3,chromosome 17 open reading frame 85,718,2,0,1,1,0,-0.13,-0.15,0.35,0
hsa-miR-375,SPRY3,ENST00000302805.2,sprouty homolog 3 (Drosophila),5,3,0,0,3,0,-0.13,-0.13,0.37,2011
hsa-miR-375,GATAD2A,ENST00000360315.3,GATA zinc finger domain containing 2A,986,1,0,0,1,0,-0.13,-0.13,0.36,2011
hsa-miR-375,SPAG9,ENST00000262013.7,sperm associated antigen 9,509,1,0,0,1,0,-0.13,-0.13,0.35,"2005, 2007, 2011
"
hsa-miR-375,AC006372.1,ENST00000444154.1,0,5,1,0,0,1,0,-0.13,-0.13,0.35,0
hsa-miR-375,GMFB,ENST00000554908.1,"glia maturation factor, beta",15,1,0,0,1,2,-0.13,-0.18,0.34,"2005, 2007
"
hsa-miR-375,IKZF4,ENST00000262032.5,IKAROS family zinc finger 4 (Eos),329,1,0,0,1,0,-0.13,-0.13,0.36,"2009, 2011
"
hsa-miR-375,RGS16,ENST00000367558.5,regulator of G-protein signaling 16,7,2,0,0,2,1,-0.13,-0.16,0.34,"2009, 2011
"
hsa-miR-375,ANKHD1,ENST00000360839.2,ankyrin repeat and KH domain containing 1,247,1,0,0,1,1,-0.12,-0.12,0.36,2011
hsa-miR-375,INSM1,ENST00000310227.1,insulinoma-associated 1,20,1,0,0,1,0,-0.12,-0.12,0.34,"2005, 2007
"
hsa-miR-375,HIVEP2,ENST00000367604.1,human immunodeficiency virus type I enhancer binding protein 2,137,1,0,0,1,0,-0.12,-0.12,0.35,"2009, 2011
"
hsa-miR-375,EBF3,ENST00000368648.3,early B-cell factor 3,101,1,0,0,1,1,-0.12,-0.12,0.35,"2007, 2009, 2011
"
hsa-miR-375,GATA6,ENST00000269216.3,GATA binding protein 6,691,1,0,0,1,6,-0.12,-0.12,0.36,"2005, 2007, 2009, 2011
"
hsa-miR-375,DIAPH2,ENST00000324765.8,diaphanous-related formin 2,91,2,0,0,2,2,-0.12,-0.13,0.56,"2005, 2007
"
hsa-miR-375,CSNK2A1,ENST00000349736.5,"casein kinase 2, alpha 1 polypeptide",1927,1,0,0,1,0,-0.12,-0.12,0.35,"2005, 2007
"
hsa-miR-375,KCNAB3,ENST00000303790.2,"potassium voltage-gated channel, shaker-related subfamily, beta member 3",35,1,0,0,1,0,-0.12,-0.12,0.35,"2005, 2007
"
hsa-miR-375,SOCS5,ENST00000306503.5,suppressor of cytokine signaling 5,72,2,0,0,2,4,-0.12,-0.14,0.36,"2005, 2007
"
hsa-miR-375,UBA2,ENST00000246548.4,ubiquitin-like modifier activating enzyme 2,122,1,0,0,1,0,-0.12,-0.12,0.36,0
hsa-miR-375,VAT1L,ENST00000302536.2,vesicle amine transport 1-like,123,1,0,0,1,1,-0.12,-0.12,0.36,"2009, 2011
"
hsa-miR-375,KCNJ3,ENST00000295101.2,"potassium inwardly-rectifying channel, subfamily J, member 3",21,1,0,0,1,0,-0.12,-0.12,0.35,"2005, 2007
"
hsa-miR-375,SKI,ENST00000378536.4,v-ski avian sarcoma viral oncogene homolog,613,1,0,0,1,1,-0.12,-0.12,0.35,"2009, 2011
"
hsa-miR-375,SP1,ENST00000426431.2,Sp1 transcription factor,402,1,0,0,1,0,-0.12,-0.12,0.35,"2005, 2007, 2009, 2011
"
hsa-miR-375,ACSL3,ENST00000357430.3,acyl-CoA synthetase long-chain family member 3,2533,2,0,0,2,1,-0.12,-0.19,0.42,"2005, 2007, 2009, 2011
"
hsa-miR-375,EPB41L2,ENST00000531410.1,erythrocyte membrane protein band 4.1-like 2,353,1,0,0,1,0,-0.12,-0.12,0.35,"2005, 2007
"
hsa-miR-375,SERBP1,ENST00000370994.4,SERPINE1 mRNA binding protein 1,926,1,0,0,1,0,-0.12,-0.12,0.36,"2007, 2009, 2011
"
hsa-miR-375,RBM47,ENST00000319592.4,RNA binding motif protein 47,264,1,0,0,1,0,-0.12,-0.14,0.36,"2009, 2011
"
hsa-miR-375,FLG2,ENST00000388718.5,filaggrin family member 2,5,2,0,0,2,0,-0.12,-0.12,0.51,"2009, 2011
"
hsa-miR-375,HS3ST3B1,ENST00000360954.2,heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1,1489,1,0,0,1,0,-0.11,-0.12,0.36,0
hsa-miR-375,MEIS1,ENST00000488550.1,Meis homeobox 1,533,1,0,0,1,0,-0.11,-0.11,0.35,"2009, 2011
"
hsa-miR-375,ZFYVE26,ENST00000347230.4,"zinc finger, FYVE domain containing 26",104,1,0,0,1,0,-0.11,-0.14,0.36,"2009, 2011
"
hsa-miR-375,ELK4,ENST00000357992.4,"ELK4, ETS-domain protein (SRF accessory protein 1)",39,3,1,0,2,0,-0.11,-0.15,0.49,2011
hsa-miR-375,CSRNP2,ENST00000228515.1,cysteine-serine-rich nuclear protein 2,104,1,0,0,1,0,-0.11,-0.12,0.35,"2009, 2011
"
hsa-miR-375,FZD4,ENST00000531380.1,frizzled family receptor 4,5,2,0,0,2,0,-0.1,-0.1,0.53,2011
hsa-miR-375,SYNJ2BP,ENST00000256366.4,synaptojanin 2 binding protein,329,1,0,0,1,3,-0.1,-0.15,0.35,2011
hsa-miR-375,ATG2B,ENST00000359933.4,autophagy related 2B,146,1,0,0,1,1,-0.1,-0.1,0.36,"2005, 2007, 2009, 2011
"
hsa-miR-375,ADAT2,ENST00000606514.1,"adenosine deaminase, tRNA-specific 2",303,1,0,0,1,1,-0.1,-0.11,0.36,"2009, 2011
"
hsa-miR-375,PPAP2B,ENST00000371250.3,phosphatidic acid phosphatase type 2B,81,1,0,0,1,1,-0.1,-0.1,0.35,0
hsa-miR-375,ARAP2,ENST00000303965.4,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2",121,2,1,0,1,1,-0.1,-0.1,0.28,0
hsa-miR-375,KLLN,ENST00000445946.3,"killin, p53-regulated DNA replication inhibitor",5,1,0,0,1,0,-0.1,-0.1,0.35,2011
hsa-miR-375,SYPL2,ENST00000369872.3,synaptophysin-like 2,69,1,0,0,1,0,-0.1,-0.1,0.34,2007
hsa-miR-375,SCN2B,ENST00000278947.5,"sodium channel, voltage-gated, type II, beta subunit",5,1,0,0,1,0,-0.1,-0.1,0.35,"2009, 2011
"
